contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial
D3,D1,cg11866463,16,256,0.762691604180244,0.8177602522222875,-0.05506864804204359,0.5382115774968913,0.5463419246990397,-0.008130347202148447,0.3351664373824331,0.3473187446686487,1631.0,0.5496788962016893,-0.20361328125,0.9956247736395967,0.05506864804204359,0.20361328125
D3,D1,cg20381372,16,256,0.8014649423536485,0.7503553010060204,0.051109641347628076,0.6351532329206893,0.5111404519373,0.1240127809833893,0.3096424190888726,0.34203471721988604,2308.0,0.17661656037276474,0.126953125,0.9956247736395967,0.051109641347628076,0.126953125
D3,D1,cg00103771,16,256,0.8178707809668215,0.755142815871671,0.06272796509515055,0.6296877284917588,0.5600515827697481,0.06963614572201071,0.3362854571029955,0.34050067575780824,1985.0,0.3395600629030685,-0.03076171875,0.9956247736395967,0.06272796509515055,0.03076171875
D3,D1,cg11128983,16,256,0.3376269685125825,0.7451057032257624,-0.4074787347131799,0.4609442734355659,0.5303486601729631,-0.06940438673739724,0.33752721190539275,0.3396972805992946,1818.0,0.4521611813440253,-0.1123046875,0.9956247736395967,0.4074787347131799,0.1123046875
D3,D1,cg09102257,16,256,0.6793269986361594,0.455104419596297,0.22422257903986242,0.6214354611798317,0.5101582373407783,0.11127722383905347,0.29726143157015344,0.32365021461177396,2377.0,0.2428015928936782,0.16064453125,0.9956247736395967,0.22422257903986242,0.16064453125
D3,D1,cg13830619,16,256,0.878707373741508,0.81712173407357,0.06158563966793795,0.6140024743690143,0.6002560358729374,0.01374643849607693,0.3600565824880904,0.33265271171004934,1604.5,0.8844459943162739,-0.216552734375,0.9956247736395967,0.06158563966793795,0.216552734375
D3,D1,cg18391209,16,256,0.1564999864750955,0.247834471414599,-0.0913344849395035,0.35919220647206773,0.46193162622306266,-0.10273941975099493,0.3359580776386556,0.33489938223260185,1679.0,0.22736841116307138,-0.18017578125,0.9956247736395967,0.0913344849395035,0.18017578125
D3,D1,cg10576280,16,256,0.892997938827404,0.861094738551868,0.03190320027553595,0.739245880595099,0.6839574944320151,0.05528838616308385,0.2579252439082952,0.3283687235615509,556.0,0.5098854587450286,-0.728515625,0.9956247736395967,0.03190320027553595,0.728515625
D3,D1,cg18691800,16,256,0.6102362009773226,0.662886749394472,-0.052650548417149445,0.5783890514316926,0.5704113733384348,0.007977678093257778,0.29397045351156575,0.30411722247648,2045.0,0.7727056953036808,-0.00146484375,0.9956247736395967,0.052650548417149445,0.00146484375
D3,D1,cg02533724,16,256,0.379000476547262,0.5951143411532891,-0.2161138646060271,0.40206271021207957,0.4895477156954077,-0.08748500548332816,0.30236773864365,0.32040564278603206,1766.0,0.3564435243731585,-0.1376953125,0.9956247736395967,0.2161138646060271,0.1376953125
D3,D1,cg24760581,16,256,0.467482100754698,0.4553095792634695,0.012172521491228494,0.4498753897417799,0.3978030481330732,0.05207234160870666,0.290147603750635,0.31889176852414924,1717.0,0.746871727640424,-0.16162109375,0.9956247736395967,0.012172521491228494,0.16162109375
D3,D1,cg01764252,16,256,0.1991576409620815,0.251693839886902,-0.05253619892482053,0.2957039860947334,0.37126882518158444,-0.07556483908685102,0.23926756069635957,0.29646835869817173,1837.0,0.5054827613046278,-0.10302734375,0.9956247736395967,0.05253619892482053,0.10302734375
D3,D1,cg10832239,16,256,0.6555253047438809,0.204207348834479,0.45131795590940194,0.4900713118867356,0.40775369724143523,0.08231761464530035,0.31210463813983486,0.3140797242855148,2153.0,0.670263618428808,0.05126953125,0.9956247736395967,0.45131795590940194,0.05126953125
D3,D1,cg21015022,16,256,0.8260025010813374,0.8071569059882695,0.018845595093067935,0.6377734005571171,0.6832689522931202,-0.04549555173600317,0.32987861841689076,0.3051316788268733,1961.0,0.8973153592310117,-0.04248046875,0.9956247736395967,0.018845595093067935,0.04248046875
D3,D1,cg17404449,16,256,0.7746104790248315,0.755666136842931,0.018944342181900442,0.7396983816100041,0.5750688380699667,0.16462954354003745,0.15063688957661475,0.3066537148652075,2522.0,0.11334548761168989,0.2314453125,0.9956247736395967,0.018944342181900442,0.2314453125
D3,D1,cg24368848,16,256,0.174640462135578,0.352394035596359,-0.17775357346078102,0.2867548852310195,0.37571976382784156,-0.08896487859682206,0.2633151987001222,0.29433978313080755,1765.0,0.3667127272315026,-0.13818359375,0.9956247736395967,0.17775357346078102,0.13818359375
D3,D1,cg11738485,16,256,0.5039716386486726,0.521999426394379,-0.01802778774570646,0.3623417581937437,0.4409235791282286,-0.0785818209344849,0.27996324203475437,0.3084156705168434,1713.0,0.282983406705294,-0.16357421875,0.9956247736395967,0.01802778774570646,0.16357421875
D3,D1,cg13551535,16,256,0.903634297093111,0.734191888070631,0.1694424090224801,0.7133930837748893,0.67255752453574,0.04083555923914928,0.27211721060087485,0.2641795138086587,2058.0,0.4364794731700684,0.0048828125,0.9956247736395967,0.1694424090224801,0.0048828125
D3,D1,cg05176970,16,256,0.4976423670188145,0.7851642596630415,-0.287521892644227,0.5130357657614836,0.588201298003551,-0.07516553224206746,0.3062879934359748,0.3143491850401285,1697.0,0.26953119186313823,-0.17138671875,0.9956247736395967,0.287521892644227,0.17138671875
D3,D1,cg18805164,16,256,0.35699636785432953,0.536192011368801,-0.17919564351447148,0.43362751537006355,0.5093930202539226,-0.07576550488385908,0.24544496694204904,0.2957358820353945,1690.0,0.3103159262267082,-0.1748046875,0.9956247736395967,0.17919564351447148,0.1748046875
D3,D1,cg00944631,16,256,0.6107151147521965,0.6528919602090331,-0.04217684545683653,0.449377516148336,0.500840639990027,-0.05146312384169105,0.3051523570936684,0.2914435426454672,1895.0,0.6522998610396856,-0.07470703125,0.9956247736395967,0.04217684545683653,0.07470703125
D3,D1,cg12500879,16,256,0.4271079377207635,0.457059591497212,-0.029951653776448484,0.4151280341772838,0.3931132743470079,0.0220147598302759,0.30505681445383387,0.28576046634260027,2101.0,0.842306328751842,0.02587890625,0.9956247736395967,0.029951653776448484,0.02587890625
D3,D1,cg16814680,16,256,0.5189509989091785,0.5462913334911925,-0.027340334582014014,0.43985423352549724,0.5438463834476402,-0.103992149922143,0.33121237396218883,0.29922902941966784,1755.0,0.3614045307458742,-0.14306640625,0.9956247736395967,0.027340334582014014,0.14306640625
D3,D1,cg24989739,16,256,0.380814022941238,0.218379996469754,0.162434026471484,0.361792002053919,0.3035214671472854,0.058270534906633586,0.30468262048349265,0.27963776107015365,2232.0,0.49173390658393035,0.08984375,0.9956247736395967,0.162434026471484,0.08984375
D3,D1,cg17129986,16,256,0.5692007208962475,0.149497557052017,0.4197031638442305,0.5259535658666654,0.30972190300369434,0.21623166286297107,0.24488061481399376,0.27637652885274716,2983.0,0.0022036395018508884,0.45654296875,0.8970054705049845,0.4197031638442305,0.45654296875
