contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial
D2,D1,cg11866463,91,256,0.381813139834063,0.8177602522222875,-0.43594711238822453,0.48042085962145886,0.5463419246990397,-0.06592106507758089,0.3483166054807602,0.3473187446686487,7250.0,0.01703571736275791,-0.3775755494505495,0.027899962926233066,0.43594711238822453,0.3775755494505495
D2,D1,cg20381372,91,256,0.767066143759548,0.7503553010060204,0.01671084275352752,0.5673175932736354,0.5111404519373,0.056177141336335445,0.3312108593667383,0.34203471721988604,10684.0,0.5160225786656707,-0.08276098901098905,0.5727220628919764,0.01671084275352752,0.08276098901098905
D2,D1,cg00103771,91,256,0.6943851482098025,0.755142815871671,-0.06075766766186852,0.5432598763660923,0.5600515827697481,-0.016791706403655793,0.3331733744808642,0.34050067575780824,7368.0,0.29067675615785993,-0.36744505494505497,0.3500442631958814,0.06075766766186852,0.36744505494505497
D2,D1,cg11128983,91,256,0.793438306038287,0.7451057032257624,0.048332602812524605,0.5765642990335723,0.5303486601729631,0.0462156388606092,0.3245554617882039,0.3396972805992946,12545.0,0.2753990139887782,0.0770089285714286,0.3338169866530645,0.048332602812524605,0.0770089285714286
D2,D1,cg09102257,91,256,0.7940690079272235,0.455104419596297,0.33896458833092646,0.5688791270895557,0.5101582373407783,0.05872088974877743,0.37230575289776086,0.32365021461177396,11791.0,0.4084245879619567,0.01227678571428581,0.4688069191482515,0.33896458833092646,0.01227678571428581
D2,D1,cg13830619,91,256,0.572675781842694,0.81712173407357,-0.24444595223087606,0.5272542502818856,0.6002560358729374,-0.07300178559105186,0.33790958968902307,0.33265271171004934,8665.0,0.01649251362287998,-0.25609546703296704,0.02709910223936901,0.24444595223087606,0.25609546703296704
D2,D1,cg18391209,91,256,0.2042323888703235,0.247834471414599,-0.0436020825442755,0.39314043852334707,0.46193162622306266,-0.0687911876997156,0.3071559406625614,0.33489938223260185,10203.0,0.10676779287192678,-0.12405563186813184,0.14494677283726146,0.0436020825442755,0.12405563186813184
D2,D1,cg10576280,91,256,0.809555288830087,0.861094738551868,-0.05153944972178104,0.6465605236798093,0.6839574944320151,-0.03739697075220583,0.33397066209959564,0.3283687235615509,1720.5,0.2700363709973185,-0.852292239010989,0.3278732042220962,0.05153944972178104,0.852292239010989
D2,D1,cg18691800,91,256,0.4451049005129625,0.662886749394472,-0.21778184888150953,0.4918183105908095,0.5704113733384348,-0.07859306274762534,0.3502756413073,0.30411722247648,9525.0,0.18610309777198508,-0.1822630494505495,0.23641145550302983,0.21778184888150953,0.1822630494505495
D2,D1,cg02533724,91,256,0.4764510569763,0.5951143411532891,-0.11866328417698907,0.4359100072798282,0.4895477156954077,-0.05363770841557952,0.30464822323453633,0.32040564278603206,10242.0,0.08726946860629832,-0.12070741758241754,0.1209388423036285,0.11866328417698907,0.12070741758241754
