contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial
D3,not_D3,cg11866463,16,347,0.762691604180244,0.799053679178395,-0.03636207499815103,0.5382115774968913,0.5291545842992744,0.00905699319761688,0.3351664373824331,0.34878201759969274,2344.0,0.8250089734017976,-0.1556195965417867,0.9625232640890219,0.03636207499815103,0.1556195965417867
D3,not_D3,cg20381372,16,347,0.8014649423536485,0.756188079603588,0.04527686275006049,0.6351532329206893,0.5258329350560338,0.10932029786465547,0.3096424190888726,0.3401343848090805,3114.0,0.18223632702144466,0.12175792507204619,0.6951361265973081,0.04527686275006049,0.12175792507204619
D3,not_D3,cg00103771,16,347,0.8178707809668215,0.74834574215862,0.06952503880820149,0.6296877284917588,0.5557815268457944,0.0739062016459644,0.3362854571029955,0.3387313411750818,2709.0,0.2710333442452495,-0.02413544668587897,0.75471212520657,0.06952503880820149,0.02413544668587897
D3,not_D3,cg11128983,16,347,0.3376269685125825,0.772036148435,-0.4344091799224175,0.4609442734355659,0.542468611574448,-0.08152433813888216,0.33752721190539275,0.3364071835715379,2410.0,0.3731218762071177,-0.13184438040345825,0.8093750676458671,0.4344091799224175,0.13184438040345825
D3,not_D3,cg09102257,16,347,0.6793269986361594,0.503392925735833,0.17593407290032637,0.6214354611798317,0.5253120153404628,0.09612344583936894,0.29726143157015344,0.3378583687931859,3119.0,0.33309155679507907,0.12355907780979836,0.7856088561133604,0.17593407290032637,0.12355907780979836
D3,not_D3,cg13830619,16,347,0.878707373741508,0.791186825513753,0.08752054822775501,0.6140024743690143,0.5808927573777498,0.033109716991264526,0.3600565824880904,0.335606087165657,2288.5,0.6545136686972162,-0.17561239193083578,0.920911701493408,0.08752054822775501,0.17561239193083578
D3,not_D3,cg18391209,16,347,0.1564999864750955,0.233167190959675,-0.0766672044845795,0.35919220647206773,0.44403796468267437,-0.08484575821060664,0.3359580776386556,0.32929461840856494,2283.0,0.23643319121812845,-0.1775936599423631,0.7353661145497132,0.0766672044845795,0.1775936599423631
D3,not_D3,cg10576280,16,347,0.892997938827404,0.858101503637211,0.03489643519019292,0.739245880595099,0.6746727292797433,0.06457315131535568,0.2579252439082952,0.33016394830158774,753.0,0.4411640552468725,-0.7287463976945245,0.8406327272234614,0.03489643519019292,0.7287463976945245
D3,not_D3,cg18691800,16,347,0.6102362009773226,0.62933539727571,-0.01909919629838741,0.5783890514316926,0.5499914235006835,0.028397627931009084,0.29397045351156575,0.3186270454059135,2826.0,0.6506034412780831,0.018011527377521652,0.919191072729702,0.01909919629838741,0.018011527377521652
D3,not_D3,cg02533724,16,347,0.379000476547262,0.579104640084634,-0.20010416353737204,0.40206271021207957,0.47548134259506863,-0.07341863238298907,0.30236773864365,0.3172277734378286,2448.0,0.42484530876378623,-0.11815561959654175,0.8333171358953059,0.20010416353737204,0.11815561959654175
D3,not_D3,cg24760581,16,347,0.467482100754698,0.42291481378096596,0.04456728697373202,0.4498753897417799,0.37705455846291064,0.07282083127886924,0.290147603750635,0.3161448563677973,2461.0,0.5725566231624661,-0.11347262247838619,0.8928925892700522,0.04456728697373202,0.11347262247838619
D3,not_D3,cg01764252,16,347,0.1991576409620815,0.386319223424847,-0.18716158246276549,0.2957039860947334,0.41146763065928077,-0.11576364456454735,0.23926756069635957,0.3138717134805265,2324.0,0.28587139079884627,-0.16282420749279536,0.7658733255740087,0.18716158246276549,0.16282420749279536
D3,not_D3,cg10832239,16,347,0.6555253047438809,0.20875525437193249,0.44677005037194845,0.4900713118867356,0.4080209613903598,0.08205035049637577,0.31210463813983486,0.3091516718082614,2979.0,0.5777807721195445,0.07312680115273773,0.894305936809517,0.44677005037194845,0.07312680115273773
D3,not_D3,cg21015022,16,347,0.8260025010813374,0.8147075645671845,0.01129493651415292,0.6377734005571171,0.6782396192005185,-0.040466218643401386,0.32987861841689076,0.30673306529216227,2638.0,0.9009391279271596,-0.049711815561959694,0.9807741431821899,0.01129493651415292,0.049711815561959694
D3,not_D3,cg17404449,16,347,0.7746104790248315,0.747572347535855,0.02703813148897649,0.7396983816100041,0.5534483244208332,0.18625005718917087,0.15063688957661475,0.30901109239835245,3599.0,0.03989818505430959,0.2964697406340058,0.44512132799452747,0.02703813148897649,0.2964697406340058
D3,not_D3,cg24368848,16,347,0.174640462135578,0.314231006213566,-0.139590544077988,0.2867548852310195,0.37207393413955714,-0.08531904890853764,0.2633151987001222,0.30545704458743084,2466.0,0.4719919636767863,-0.11167146974063402,0.8513563558383592,0.139590544077988,0.11167146974063402
D3,not_D3,cg11738485,16,347,0.5039716386486726,0.5089298036420825,-0.0049581649934099525,0.3623417581937437,0.43110758141897576,-0.06876582322523206,0.27996324203475437,0.3046350506668806,2383.0,0.34743098510473835,-0.1415706051873199,0.7923793716100206,0.0049581649934099525,0.1415706051873199
D3,not_D3,cg13551535,16,347,0.903634297093111,0.590627890646599,0.313006406446512,0.7133930837748893,0.582515537884912,0.13087754588997735,0.27211721060087485,0.30375298993510863,3192.0,0.08073705884079574,0.1498559077809798,0.5401063591253148,0.313006406446512,0.1498559077809798
D3,not_D3,cg05176970,16,347,0.4976423670188145,0.7675193530269966,-0.2698769860081821,0.5130357657614836,0.5968132094202876,-0.08377744365880402,0.3062879934359748,0.301582810256718,2302.0,0.2693081799430638,-0.17074927953890495,0.7539422730768862,0.2698769860081821,0.17074927953890495
D3,not_D3,cg18805164,16,347,0.35699636785432953,0.5048460311464625,-0.147849663292133,0.43362751537006355,0.4854298339819358,-0.05180231861187223,0.24544496694204904,0.30422611570156277,2456.0,0.5124712646622136,-0.11527377521613835,0.8679110970756615,0.147849663292133,0.11527377521613835
D3,not_D3,cg00944631,16,347,0.6107151147521965,0.63800195125029,-0.027286836498093492,0.449377516148336,0.4741197811427324,-0.024742264994396412,0.3051523570936684,0.2986102972049274,2683.0,0.8512933336452362,-0.033501440922190207,0.9684593901615074,0.027286836498093492,0.033501440922190207
D3,not_D3,cg12500879,16,347,0.4271079377207635,0.44617562610599,-0.01906768838522649,0.4151280341772838,0.3978101440765922,0.01731789010069157,0.30505681445383387,0.29764173079133316,2816.0,0.8601262953023483,0.014409221902017322,0.9697027004536057,0.01906768838522649,0.014409221902017322
D3,not_D3,cg16814680,16,347,0.5189509989091785,0.541531910458313,-0.02258091154913444,0.43985423352549724,0.536442992404289,-0.09658875887879181,0.33121237396218883,0.295240329479976,2429.0,0.41799026493128333,-0.125,0.8331788266883753,0.02258091154913444,0.125
D3,not_D3,cg24989739,16,347,0.380814022941238,0.258869309142604,0.12194471379863403,0.361792002053919,0.3294139962740141,0.032378005779904906,0.30468262048349265,0.29710396763869684,2915.0,0.6743388708410445,0.050072046109510104,0.9267988879068781,0.12194471379863403,0.050072046109510104
D3,not_D3,cg17129986,16,347,0.5692007208962475,0.182156433787535,0.3870442871087125,0.5259535658666654,0.34422902287848656,0.18172454298817886,0.24488061481399376,0.2971622744019108,3801.0,0.012543462425404321,0.369236311239193,0.35037604540235534,0.3870442871087125,0.369236311239193
D3,not_D3,cg13910785,16,347,0.0579898317805814,0.0908451628842462,-0.0328553311036648,0.3287256632269793,0.25416699133292187,0.07455867189405746,0.3317475260885217,0.2950519069316607,2541.5,0.6367449843058559,-0.0844740634005764,0.9141819898279832,0.0328553311036648,0.0844740634005764
D3,not_D3,cg00157199,16,347,0.2432507732717645,0.409111479520857,-0.16586070624909252,0.3718219578653845,0.4447317388262027,-0.07290978096081818,0.2812851757658607,0.2971566978947369,2376.0,0.35611125815584477,-0.14409221902017288,0.7993770360188909,0.16586070624909252,0.14409221902017288
D3,not_D3,cg16397968,16,347,0.8441737830652309,0.819416881048525,0.024756902016705995,0.6294945909318336,0.6607188207282769,-0.031224229796443348,0.31822035200691057,0.29465113359329714,2859.0,0.8406721199488895,0.029899135446685987,0.9655667876009097,0.024756902016705995,0.029899135446685987
D3,not_D3,cg25537993,16,347,0.264323465194673,0.256996272235551,0.007327192959121986,0.2879362190069616,0.3337142532251156,-0.04577803421815402,0.24793631197264698,0.2954093400897057,2446.0,0.7208253861462678,-0.11887608069164268,0.9386215370679355,0.007327192959121986,0.11887608069164268
D3,not_D3,cg19429281,16,347,0.4905094284931015,0.5640365938081284,-0.07352716531502695,0.38227884259875006,0.4524875068706084,-0.07020866427185835,0.3266643903271728,0.29153982247184557,2455.0,0.46621203854091275,-0.11563400576368876,0.8501315704054901,0.07352716531502695,0.11563400576368876
D3,not_D3,cg06746318,16,347,0.7323225384078784,0.7757132566792906,-0.043390718271412165,0.6950730208452963,0.6776812058141003,0.017391815031196023,0.29290831857166477,0.29263509026377743,2966.0,0.5705633829359288,0.06844380403458206,0.8915052858373888,0.043390718271412165,0.06844380403458206
